A,0.48
01,1.45
011,1.36
0111,1.78
0112,1.23
0113,0.20
0119,0.09
012,0.66
0121,0.30
0122,1.02
0123,0.97
013,2.00
0131,0.73
0132,2.07
0133,0.25
0134,13.32
014,1.89
0141,0.80
0142,1.11
0143,1.67
0149,3.69
015,1.88
0151,2.24
0152,0.48
0153,0.51
0154,0.03
0159,0.49
016,1.93
0161,0.26
0162,0.06
0163,1.68
0169,2.25
0170,1.12
0190,0.42
02,1.78
021,1.58
0211,1.62
0212,1.48
0220,1.90
0230,1.56
024,4.02
0241,4.04
0242,2.30
025,1.46
0251,1.62
0252,0.57
03,0.42
031,0.62
0311,0.56
0312,1.60
0313,0.43
0314,2.70
0319,1.37
032,0.28
0321,0.31
0322,0.10
0323,5.00
0329,0.10
0330,2.30
0390,0.87
04,0.69
041,0.78
0411,2.10
0412,0.75
042,0.50
0421,0.50
05,0.39
051,0.34
0511,0.38
0512,5.69
0513,0.34
0519,0.67
052,1.54
0521,1.86
0523,1.32
0529,1.56
0530,2.59
0540,2.17
B,7.04
06,6.63
0610,6.40
0620,9.64
0690,8.00
07,8.41
0710,8.78
0720,4.16
08,6.29
0810,5.94
0820,6.16
0890,8.87
09,8.95
091,8.61
0911,8.28
0912,12.92
0913,0.00
0915,15.83
0916,7.91
0917,1.77
0919,3.71
092,11.23
0921,11.23
093,0.85
10,7.39
101,7.31
1011,7.10
1012,3.80
1013,12.00
1019,8.66
1020,9.58
1030,7.33
109,7.13
1091,4.01
1092,4.36
1093,14.91
1099,7.13
11,5.36
1110,7.99
1120,5.30
1190,7.47
12,7.13
1200,7.13
C,2.45
13,1.26
1310,0.30
1320,0.71
133,0.49
1331,0.49
1332,0.93
1340,3.26
135,0.78
1351,0.25
1352,0.13
1353,1.65
136,1.64
1361,1.54
1362,1.16
1363,1.63
1364,1.88
1369,2.45
137,1.76
1371,1.66
1372,2.02
139,1.40
1391,1.59
1392,3.00
1393,1.63
1399,1.24
14,4.15
141,5.02
1411,4.62
1419,5.46
142,4.63
1421,5.27
1422,3.45
143,2.19
1431,1.33
1432,2.83
1439,3.13
1440,2.99
145,2.95
1451,3.37
1452,2.20
1453,2.78
1459,3.00
146,4.25
1461,0.84
1462,4.85
1469,3.83
149,5.16
1491,10.14
1492,9.66
1493,4.67
1494,2.57
1495,3.09
1499,3.59
15,4.66
151,5.27
1511,1.49
1512,6.18
1513,5.70
1514,7.50
1515,4.29
1519,4.84
152,4.08
1521,4.25
1522,5.07
1523,2.97
1524,4.32
1525,4.37
1529,3.84
1530,4.07
16,9.39
1610,9.22
1620,9.62
1690,5.31
17,2.03
171,2.03
1711,1.87
1712,1.70
1713,2.90
172,1.91
1721,2.07
1722,1.82
1723,4.26
173,2.16
1731,2.33
1732,1.83
1733,1.12
174,2.86
1741,2.98
1742,2.43
1743,3.71
175,1.64
1751,1.40
1752,3.42
176,2.28
1761,2.14
1762,3.34
1763,2.40
177,1.96
1771,2.08
1772,2.04
1773,2.19
1779,1.78
178,2.09
1781,2.11
1782,2.64
1783,1.95
1784,2.33
1789,2.05
18,3.93
1810,4.04
1820,3.02
1830,3.35
19,3.68
1910,2.05
192,3.32
1921,2.41
1922,2.97
1923,4.01
1929,5.71
193,1.95
1931,1.95
1932,2.41
1939,1.80
194,1.98
1941,2.07
1942,1.87
195,3.96
1951,3.60
1952,4.19
1953,3.36
1954,3.70
1959,4.58
20,2.79
201,2.15
2011,2.27
2012,1.92
2013,2.27
2019,2.20
202,2.80
2021,2.38
2022,3.15
2023,3.94
2029,2.97
203,2.83
2031,2.14
2032,3.12
2033,2.82
2034,2.83
2039,2.84
204,3.25
2041,3.27
2042,3.83
2043,3.28
2049,3.09
21,3.22
2110,3.25
2120,0.09
2130,3.03
2140,2.82
2190,2.95
22,2.46
221,2.41
2211,2.41
2212,2.51
222,1.93
2221,1.93
2222,0.45
2223,2.00
223,2.75
2231,2.76
2239,2.69
23,3.48
231,3.56
2311,3.38
2312,4.52
2319,3.52
2320,3.37
2330,3.36
24,2.09
241,2.82
2411,3.43
2412,2.68
2413,2.98
2414,3.83
2419,2.53
242,3.49
2421,4.70
2422,3.23
2423,2.39
2429,4.03
243,1.77
2431,4.19
2432,2.81
2433,3.13
2434,3.66
2435,3.25
2436,4.24
2437,1.95
2438,0.92
2439,3.99
244,3.17
2441,2.96
2442,3.56
2443,2.44
2444,3.93
2449,3.24
2450,3.31
246,2.25
2461,2.83
2462,1.77
2469,3.65
25,1.57
251,1.66
2511,1.63
2512,5.07
2520,1.24
2530,0.25
26,2.55
261,1.67
2611,1.30
2612,1.07
2613,2.49
2614,1.65
2619,1.68
262,0.96
2621,0.77
2622,3.77
2623,9.00
2624,1.21
2625,1.34
2629,0.96
263,0.67
2631,0.53
2632,1.58
264,3.70
2641,4.42
2642,4.28
2643,2.79
2644,2.63
2645,3.49
265,1.18
2651,1.47
2652,1.13
2653,0.42
2659,2.78
266,2.19
2661,2.04
2662,2.22
2663,2.27
2664,1.42
2665,3.33
2666,3.16
2669,2.38
267,7.47
2671,7.42
2672,8.13
268,4.53
2681,3.48
2682,6.63
2683,6.62
2684,4.87
2689,4.12
27,6.95
2710,5.64
2720,6.63
2730,7.47
2740,8.86
2750,2.65
2760,6.60
2770,6.59
28,1.61
281,1.60
2811,1.64
2812,1.26
282,1.62
2821,1.89
2822,0.95
2823,4.60
2824,2.05
2825,1.63
2826,1.72
2829,1.46
29,2.65
291,3.01
2911,2.75
2912,3.54
2913,4.57
2914,3.41
2915,3.99
2919,2.72
292,2.51
2921,1.85
2922,2.54
2923,2.70
2924,2.34
2925,1.80
2926,2.85
2927,2.68
2928,3.00
2929,2.57
30,4.19
301,4.64
3011,4.67
3012,4.02
302,4.95
3021,5.11
3022,4.90
3023,3.82
3024,3.42
3029,4.87
303,4.12
3031,4.84
3032,4.28
3033,4.71
3034,2.37
3035,3.81
3039,3.94
304,3.50
3041,3.91
3049,2.57
305,2.95
3051,1.97
3052,2.67
3053,3.07
3054,3.84
3055,3.74
3056,3.67
3057,2.43
3059,2.52
306,3.65
3061,3.73
3062,3.40
307,4.64
3071,4.64
3072,4.61
3073,4.52
3079,5.31
308,4.28
3081,3.94
3082,4.95
3089,4.28
309,3.18
3091,2.66
3099,3.35
31,1.03
3110,0.95
3120,1.03
3130,2.33
3140,0.95
3150,1.31
32,1.35
321,1.51
3211,1.46
3212,2.19
3213,1.09
3214,1.48
3215,3.87
3216,1.40
3217,1.95
3219,1.45
322,1.68
3221,0.79
3222,2.81
3229,1.94
323,2.80
3231,1.66
3232,3.98
3239,2.32
3240,1.31
3250,2.08
326,0.99
3261,0.98
3262,0.91
3263,0.98
3264,1.30
3269,1.00
33,2.08
331,2.01
3311,1.98
3312,2.16
332,2.67
3321,3.36
3322,2.91
3323,1.96
3324,3.90
3329,2.39
333,2.41
3331,1.29
3332,2.97
3333,2.20
3340,1.80
335,2.51
3351,2.67
3352,2.74
3353,2.73
3359,1.83
3360,2.02
337,2.60
3371,3.59
3372,2.46
3373,2.10
3379,1.90
338,2.51
3381,2.82
3382,2.97
3383,2.30
3389,2.40
339,1.91
3391,2.24
3392,3.44
3399,1.87
34,2.93
341,3.26
3411,3.85
3412,2.43
3413,4.31
3414,2.90
3415,1.71
3419,4.00
342,2.99
3421,3.37
3422,3.23
3423,3.00
3424,3.20
3425,3.35
3429,2.64
343,2.83
3431,2.35
3432,3.57
3433,2.70
3434,3.55
3435,3.16
3439,2.02
344,3.42
3441,3.73
3442,2.94
3443,3.41
3444,3.42
345,2.92
3451,2.91
3452,2.98
3459,2.54
346,2.91
3461,3.86
3462,3.14
3463,4.08
3464,2.47
3465,2.55
3466,3.89
3467,3.89
3468,3.94
347,2.66
3471,4.09
3472,2.56
3473,1.21
3474,1.98
3475,3.34
3479,4.11
348,3.05
3481,3.55
3482,3.12
3483,4.07
3484,3.26
3489,2.78
3490,2.56
35,3.05
351,2.81
3511,2.85
3512,2.94
3513,2.74
3514,2.98
3515,3.26
3516,2.65
352,3.62
3521,3.23
3522,4.40
3523,3.24
3524,3.73
3525,3.81
3529,3.34
353,3.52
3531,4.04
3532,2.97
3533,4.79
3534,1.04
354,3.73
3541,3.71
3542,4.18
3543,4.28
3544,4.40
3545,2.86
3546,2.87
3549,3.06
355,3.04
3551,3.11
3552,3.23
3553,2.66
3554,3.68
356,3.47
3561,2.81
3562,4.04
357,0.76
3571,0.19
3572,0.55
3573,2.25
3574,1.51
3575,1.69
3576,1.52
3577,0.95
3579,2.09
358,5.37
3581,4.86
3582,4.25
3583,4.00
3584,5.01
3585,4.37
3586,10.39
3589,5.39
359,3.00
3591,3.15
3592,5.01
3593,5.08
3594,3.76
3595,3.88
3596,2.67
3597,3.83
3599,2.92
36,2.78
3610,2.93
3620,1.75
3630,2.20
3640,1.54
3650,2.32
3660,2.64
37,2.59
371,3.93
3711,6.07
3712,1.88
3713,2.50
3714,3.91
3719,4.45
3720,1.70
373,3.69
3731,2.71
3732,5.26
3733,3.57
3734,4.33
3735,6.33
3739,4.61
374,2.72
3741,3.85
3742,3.79
3743,1.95
3749,5.03
375,1.83
3751,1.34
3752,2.21
376,2.18
3761,2.25
3762,2.12
3770,3.23
379,1.95
3791,5.00
3799,1.95
38,2.42
381,2.64
3811,2.56
3812,2.71
3819,2.68
382,3.17
3821,3.08
3822,3.37
3823,3.66
3824,3.23
3825,2.34
3829,3.65
383,1.77
3831,1.54
3832,2.12
3833,3.30
3839,2.73
384,1.56
3841,1.65
3842,2.12
3849,1.47
385,2.27
3851,1.76
3852,2.41
3853,2.34
3854,2.65
3855,2.72
3856,2.38
3857,2.35
3859,2.29
386,1.52
3861,1.45
3869,2.63
387,2.75
3871,2.28
3872,2.91
3879,2.93
389,2.96
3891,3.11
3899,2.85
39,2.15
391,1.26
3911,0.52
3912,2.49
3913,2.40
3919,2.10
392,2.30
3921,2.29
3922,2.32
393,2.56
3931,2.32
3932,3.25
3939,2.21
3940,2.00
395,1.22
3951,1.25
3952,1.15
3953,1.36
396,2.05
3961,2.37
3962,1.91
3963,2.17
3969,1.95
397,2.50
3971,2.59
3972,1.96
3990,2.56
40,4.20
401,4.24
4011,4.32
4012,3.92
4013,5.18
4014,4.01
4015,4.89
4019,4.30
402,5.31
4021,3.32
4022,3.89
4023,2.74
4024,5.72
4025,4.66
4026,5.23
4027,4.71
4028,3.49
4029,3.70
4030,5.59
404,4.00
4041,3.50
4042,4.53
4090,4.25
41,2.43
411,3.73
4111,4.55
4119,3.51
4120,1.83
4130,3.49
4190,2.37
42,2.81
4210,2.71
4220,3.09
43,6.96
4310,3.61
4320,5.75
4330,8.97
434,7.41
4341,7.21
4342,8.73
4343,7.18
4349,2.91
4350,9.38
4360,6.93
4390,5.60
D,2.75
44,2.66
441,3.89
4411,4.65
4412,10.80
4414,2.52
4415,0.68
4419,2.67
4420,1.90
4430,1.91
45,1.04
4500,1.04
46,5.79
4610,5.79
4620,6.73
4690,7.66
F,0.89
51,0.84
511,0.19
5111,0.14
5112,0.38
5113,0.47
5114,0.21
5115,0.23
5116,0.28
5119,0.23
512,2.69
5121,0.40
5122,0.98
5123,0.90
5124,1.95
5125,2.25
5126,1.75
5127,4.34
5128,3.15
5129,1.54
513,1.58
5131,0.64
5132,3.11
5133,3.44
5134,4.68
5135,2.39
5136,1.32
5137,0.93
5139,1.65
514,1.26
5141,0.85
5142,2.56
5143,1.78
5144,2.00
5145,2.18
5146,0.93
5149,1.01
515,1.44
5151,1.11
5152,1.32
5153,2.88
516,0.39
5161,0.65
5162,0.35
