A,0.48
5163,0.63
5164,0.24
5165,0.40
5166,0.40
5167,0.66
5168,0.57
5169,0.53
517,1.14
5171,0.96
5172,1.14
5173,1.22
5174,1.39
5175,0.94
5176,1.28
5177,1.04
5178,0.62
5179,1.55
518,0.51
5181,0.45
5182,2.94
5189,0.60
519,1.01
5191,4.66
5199,0.85
52,1.10
521,1.70
5211,2.19
5212,1.72
5219,1.11
522,1.97
5221,0.31
5222,3.23
5223,1.12
5224,1.42
5225,1.80
5226,2.85
5227,3.35
5229,2.08
523,3.30
5231,1.48
5232,3.97
5233,3.09
5234,4.78
5235,3.09
5236,2.38
5237,1.93
5238,1.53
5239,2.14
524,1.77
5241,1.30
5242,2.53
5243,2.39
5244,2.24
5245,1.53
5246,1.76
5247,1.68
5248,2.11
5249,1.43
525,2.52
5251,2.28
5252,3.12
526,0.63
5261,0.63
5262,0.95
5263,0.89
5264,0.59
527,1.25
5271,1.24
5272,1.33
5273,1.40
5274,0.88
5279,1.24
528,1.00
5281,0.86
5282,1.13
5283,3.08
5284,1.61
5285,1.17
5286,0.88
5287,1.42
5289,0.85
529,0.94
5291,3.10
5292,1.81
5293,0.84
5294,1.03
5295,2.70
5296,2.67
5297,1.16
5299,0.92
53,0.50
5310,2.23
5320,0.35
533,1.49
5339,1.49
54,1.90
541,2.34
5411,2.00
5412,2.42
5413,2.90
5419,2.31
5420,2.83
5430,1.70
544,1.67
5441,2.24
5442,1.27
5449,1.41
55,1.46
551,2.39
5511,2.86
5512,1.52
5513,3.03
552,1.31
5521,1.61
5522,1.20
5523,1.14
553,1.83
5531,2.04
5532,2.10
5539,1.45
56,1.24
561,0.99
5611,1.06
5612,0.65
5620,2.87
563,2.68
5631,3.09
5632,2.52
5639,1.61
57,1.53
5700,1.53
58,0.84
5810,2.06
582,0.71
5821,0.72
5822,2.32
5829,0.65
59,1.30
591,0.05
5911,0.64
5912,0.01
5919,1.43
5990,1.74
60,2.11
6010,1.73
6020,2.20
6100,3.20
6110,3.21
6120,3.07
6190,3.06
6200,2.95
6210,2.91
6220,2.84
6239,3.00
6291,4.79
6292,3.00
6299,3.00
6300,2.43
6311,1.57
6312,0.85
6319,0.73
6321,1.67
6330,0.45
6410,2.20
6420,1.61
6490,1.75
65,1.64
6510,1.74
6520,1.78
6530,1.55
6540,0.67
6550,2.46
659,1.43
6591,2.32
6592,0.89
6599,1.50
66,1.60
6620,1.37
663,1.97
6631,2.09
67,0.14
6740,0.28
69,0.38
71,1.34
711,1.33
7111,2.34
7112,2.51
7113,1.36
7114,0.32
7119,0.99
712,1.98
7121,1.09
7122,3.50
7123,2.93
7129,2.50
72,1.81
721,1.07
7211,1.42
7212,0.83
7213,1.07
7219,2.93
722,5.56
7221,5.56
7222,5.53
7229,5.53
723,3.24
7231,5.05
7232,4.98
7233,3.27
7239,2.92
7240,1.59
7250,3.96
726,3.43
7261,1.56
7262,3.82
7263,4.65
7269,4.42
727,2.27
7271,2.28
7272,2.10
7279,2.22
728,5.10
7281,5.28
7282,3.20
7289,5.08
729,1.68
7291,1.40
7292,2.81
7293,2.04
7294,2.62
7295,5.45
7296,1.50
7299,1.51
73,2.39
7310,2.38
7320,2.33
7330,1.94
7340,3.38
7350,2.18
74,3.02
7410,3.75
7420,2.17
7430,3.70
7440,4.26
7450,4.31
746,3.80
7461,3.77
7462,5.21
747,4.09
7471,3.40
7472,4.41
7473,5.07
7474,4.66
7475,4.12
748,3.89
7481,3.63
7482,3.89
7483,4.69
749,2.40
7491,2.59
7492,2.86
7493,4.06
7499,2.11
75,2.13
751,2.27
7511,2.19
7512,3.08
7513,2.58
7514,0.86
7519,2.34
7520,2.47
7590,1.88
7600,4.78
7630,5.96
7690,4.96
7700,2.14
7719,3.48
7721,2.47
7722,2.49
7723,4.13
7729,0.92
7800,1.87
7810,1.89
7820,3.37
7840,2.48
7852,2.24
7900,1.48
7910,1.18
7930,2.60
7940,3.90
7960,0.60
7970,3.86
7980,5.44
7990,1.43
8000,1.93
8011,1.80
8021,3.71
8022,1.51
8029,2.39
8031,1.80
8032,1.89
8091,1.86
8099,2.02
8100,1.87
8111,0.98
8119,1.94
8190,1.87
8200,2.21
8291,3.01
8294,1.66
8299,2.26
8500,3.02
8521,3.46
8522,2.31
8523,3.80
8529,2.20
8600,3.74
8610,3.70
8620,3.82
8630,3.34
8640,3.83
8650,3.95
8660,3.21
8700,1.43
8710,2.66
8790,1.42
8800,0.94
8830,2.59
8890,0.69
8900,4.98
8911,5.73
8920,9.13
8990,5.70
